Column,Row,Metric,Seasonal Metric,Annual Metric,Values
29,13,D24HourMean,QuarterlyMean,Mean,1.23559
29,14,D24HourMean,QuarterlyMean,Mean,1.26171
29,15,D24HourMean,QuarterlyMean,Mean,1.28798
29,16,D24HourMean,QuarterlyMean,Mean,1.31441
29,17,D24HourMean,QuarterlyMean,Mean,1.3421
29,18,D24HourMean,QuarterlyMean,Mean,1.35644
29,19,D24HourMean,QuarterlyMean,Mean,1.38099
29,20,D24HourMean,QuarterlyMean,Mean,1.38361
29,21,D24HourMean,QuarterlyMean,Mean,1.36377
29,22,D24HourMean,QuarterlyMean,Mean,1.34465
29,23,D24HourMean,QuarterlyMean,Mean,1.36036
29,24,D24HourMean,QuarterlyMean,Mean,1.29542
29,25,D24HourMean,QuarterlyMean,Mean,1.3021
29,26,D24HourMean,QuarterlyMean,Mean,1.33451
29,27,D24HourMean,QuarterlyMean,Mean,1.32053
29,28,D24HourMean,QuarterlyMean,Mean,1.32486
29,29,D24HourMean,QuarterlyMean,Mean,1.33576
29,30,D24HourMean,QuarterlyMean,Mean,1.31673
29,31,D24HourMean,QuarterlyMean,Mean,1.28386
29,32,D24HourMean,QuarterlyMean,Mean,1.29069
29,33,D24HourMean,QuarterlyMean,Mean,1.27155
29,34,D24HourMean,QuarterlyMean,Mean,1.25737
29,35,D24HourMean,QuarterlyMean,Mean,1.29585
29,36,D24HourMean,QuarterlyMean,Mean,1.40687
29,37,D24HourMean,QuarterlyMean,Mean,1.45807
29,38,D24HourMean,QuarterlyMean,Mean,1.52915
29,39,D24HourMean,QuarterlyMean,Mean,1.8292
29,40,D24HourMean,QuarterlyMean,Mean,2.67796
29,41,D24HourMean,QuarterlyMean,Mean,4.8479
29,42,D24HourMean,QuarterlyMean,Mean,2.74949
29,43,D24HourMean,QuarterlyMean,Mean,2.10979
29,44,D24HourMean,QuarterlyMean,Mean,1.94037
29,45,D24HourMean,QuarterlyMean,Mean,1.87176
29,46,D24HourMean,QuarterlyMean,Mean,1.85474
29,47,D24HourMean,QuarterlyMean,Mean,1.82796
29,48,D24HourMean,QuarterlyMean,Mean,1.80178
29,49,D24HourMean,QuarterlyMean,Mean,1.7678
29,50,D24HourMean,QuarterlyMean,Mean,1.73696
29,51,D24HourMean,QuarterlyMean,Mean,1.7006
29,52,D24HourMean,QuarterlyMean,Mean,1.59636
29,53,D24HourMean,QuarterlyMean,Mean,1.43994
29,54,D24HourMean,QuarterlyMean,Mean,1.28788
29,55,D24HourMean,QuarterlyMean,Mean,1.19156
29,56,D24HourMean,QuarterlyMean,Mean,1.11527
29,57,D24HourMean,QuarterlyMean,Mean,1.08536
29,58,D24HourMean,QuarterlyMean,Mean,1.08051
29,59,D24HourMean,QuarterlyMean,Mean,1.10305
29,60,D24HourMean,QuarterlyMean,Mean,1.26662
29,61,D24HourMean,QuarterlyMean,Mean,1.01531
29,62,D24HourMean,QuarterlyMean,Mean,0.998084
29,63,D24HourMean,QuarterlyMean,Mean,1.02218
29,64,D24HourMean,QuarterlyMean,Mean,1.05757
29,65,D24HourMean,QuarterlyMean,Mean,1.1552
29,66,D24HourMean,QuarterlyMean,Mean,1.29145
29,67,D24HourMean,QuarterlyMean,Mean,1.78761
29,68,D24HourMean,QuarterlyMean,Mean,1.2609
29,69,D24HourMean,QuarterlyMean,Mean,1.11517
29,70,D24HourMean,QuarterlyMean,Mean,1.06402
29,71,D24HourMean,QuarterlyMean,Mean,1.10691
29,72,D24HourMean,QuarterlyMean,Mean,1.18438
29,73,D24HourMean,QuarterlyMean,Mean,1.30953
29,74,D24HourMean,QuarterlyMean,Mean,1.34035
29,75,D24HourMean,QuarterlyMean,Mean,1.42141
29,76,D24HourMean,QuarterlyMean,Mean,1.55148
29,77,D24HourMean,QuarterlyMean,Mean,1.5896
29,78,D24HourMean,QuarterlyMean,Mean,1.73589
29,79,D24HourMean,QuarterlyMean,Mean,1.65451
29,80,D24HourMean,QuarterlyMean,Mean,1.67014
29,81,D24HourMean,QuarterlyMean,Mean,1.83638
29,82,D24HourMean,QuarterlyMean,Mean,2.84863
29,83,D24HourMean,QuarterlyMean,Mean,2.71974
29,84,D24HourMean,QuarterlyMean,Mean,2.33423
29,85,D24HourMean,QuarterlyMean,Mean,1.78161
29,86,D24HourMean,QuarterlyMean,Mean,1.6757
29,87,D24HourMean,QuarterlyMean,Mean,1.55007
29,88,D24HourMean,QuarterlyMean,Mean,1.40377
29,89,D24HourMean,QuarterlyMean,Mean,1.26675
29,90,D24HourMean,QuarterlyMean,Mean,0.942847
29,91,D24HourMean,QuarterlyMean,Mean,0.851874
29,92,D24HourMean,QuarterlyMean,Mean,0.756359
29,93,D24HourMean,QuarterlyMean,Mean,0.832228
29,94,D24HourMean,QuarterlyMean,Mean,1.1187
29,95,D24HourMean,QuarterlyMean,Mean,1.24489
29,96,D24HourMean,QuarterlyMean,Mean,1.98036
29,97,D24HourMean,QuarterlyMean,Mean,3.19442
29,98,D24HourMean,QuarterlyMean,Mean,1.61368
29,99,D24HourMean,QuarterlyMean,Mean,1.12774
29,100,D24HourMean,QuarterlyMean,Mean,1.01866
29,101,D24HourMean,QuarterlyMean,Mean,1.35068
29,102,D24HourMean,QuarterlyMean,Mean,1.11324
29,103,D24HourMean,QuarterlyMean,Mean,1.19588
29,104,D24HourMean,QuarterlyMean,Mean,0.946653
29,105,D24HourMean,QuarterlyMean,Mean,1.02427
29,106,D24HourMean,QuarterlyMean,Mean,1.37861
29,107,D24HourMean,QuarterlyMean,Mean,1.02767
29,108,D24HourMean,QuarterlyMean,Mean,1.99666
29,109,D24HourMean,QuarterlyMean,Mean,3.77942
29,110,D24HourMean,QuarterlyMean,Mean,1.20383
29,111,D24HourMean,QuarterlyMean,Mean,0.837124
29,112,D24HourMean,QuarterlyMean,Mean,0.79436
30,1,D24HourMean,QuarterlyMean,Mean,1.13735
30,2,D24HourMean,QuarterlyMean,Mean,1.13972
30,3,D24HourMean,QuarterlyMean,Mean,1.13927
30,4,D24HourMean,QuarterlyMean,Mean,1.14723
30,5,D24HourMean,QuarterlyMean,Mean,1.15354
30,6,D24HourMean,QuarterlyMean,Mean,1.1595
30,7,D24HourMean,QuarterlyMean,Mean,1.16899
30,8,D24HourMean,QuarterlyMean,Mean,1.17846
30,9,D24HourMean,QuarterlyMean,Mean,1.19173
30,10,D24HourMean,QuarterlyMean,Mean,1.21044
30,11,D24HourMean,QuarterlyMean,Mean,1.232
30,12,D24HourMean,QuarterlyMean,Mean,1.26149
30,13,D24HourMean,QuarterlyMean,Mean,1.286
30,14,D24HourMean,QuarterlyMean,Mean,1.30638
30,15,D24HourMean,QuarterlyMean,Mean,1.32816
30,16,D24HourMean,QuarterlyMean,Mean,1.34926
30,17,D24HourMean,QuarterlyMean,Mean,1.3732
30,18,D24HourMean,QuarterlyMean,Mean,1.3819
30,19,D24HourMean,QuarterlyMean,Mean,1.38979
30,20,D24HourMean,QuarterlyMean,Mean,1.37312
30,21,D24HourMean,QuarterlyMean,Mean,1.3366
30,22,D24HourMean,QuarterlyMean,Mean,1.29594
30,23,D24HourMean,QuarterlyMean,Mean,1.25996
30,24,D24HourMean,QuarterlyMean,Mean,1.24614
30,25,D24HourMean,QuarterlyMean,Mean,1.26314
30,26,D24HourMean,QuarterlyMean,Mean,1.31603
30,27,D24HourMean,QuarterlyMean,Mean,1.31469
30,28,D24HourMean,QuarterlyMean,Mean,1.29433
30,29,D24HourMean,QuarterlyMean,Mean,1.29261
30,30,D24HourMean,QuarterlyMean,Mean,1.2843
30,31,D24HourMean,QuarterlyMean,Mean,1.30152
30,32,D24HourMean,QuarterlyMean,Mean,1.4262
30,33,D24HourMean,QuarterlyMean,Mean,1.41959
30,34,D24HourMean,QuarterlyMean,Mean,1.55208
30,35,D24HourMean,QuarterlyMean,Mean,1.65551
30,36,D24HourMean,QuarterlyMean,Mean,1.65001
30,37,D24HourMean,QuarterlyMean,Mean,1.87449
30,38,D24HourMean,QuarterlyMean,Mean,1.93959
30,39,D24HourMean,QuarterlyMean,Mean,2.3296
30,40,D24HourMean,QuarterlyMean,Mean,2.81103
30,41,D24HourMean,QuarterlyMean,Mean,2.56989
30,42,D24HourMean,QuarterlyMean,Mean,2.13137
30,43,D24HourMean,QuarterlyMean,Mean,1.98061
30,44,D24HourMean,QuarterlyMean,Mean,2.03606
30,45,D24HourMean,QuarterlyMean,Mean,2.13247
30,46,D24HourMean,QuarterlyMean,Mean,2.55944
30,47,D24HourMean,QuarterlyMean,Mean,1.7553
30,48,D24HourMean,QuarterlyMean,Mean,1.66689
30,49,D24HourMean,QuarterlyMean,Mean,1.7073
30,50,D24HourMean,QuarterlyMean,Mean,1.8031
30,51,D24HourMean,QuarterlyMean,Mean,1.97689
30,52,D24HourMean,QuarterlyMean,Mean,1.7593
30,53,D24HourMean,QuarterlyMean,Mean,1.44979
30,54,D24HourMean,QuarterlyMean,Mean,1.24751
30,55,D24HourMean,QuarterlyMean,Mean,1.14159
30,56,D24HourMean,QuarterlyMean,Mean,1.05966
30,57,D24HourMean,QuarterlyMean,Mean,1.03753
30,58,D24HourMean,QuarterlyMean,Mean,1.0298
30,59,D24HourMean,QuarterlyMean,Mean,1.00188
30,60,D24HourMean,QuarterlyMean,Mean,0.998696
30,61,D24HourMean,QuarterlyMean,Mean,0.940372
30,62,D24HourMean,QuarterlyMean,Mean,0.948004
30,63,D24HourMean,QuarterlyMean,Mean,0.973603
30,64,D24HourMean,QuarterlyMean,Mean,1.05007
30,65,D24HourMean,QuarterlyMean,Mean,1.38744
30,66,D24HourMean,QuarterlyMean,Mean,1.66671
30,67,D24HourMean,QuarterlyMean,Mean,1.63869
30,68,D24HourMean,QuarterlyMean,Mean,1.19899
30,69,D24HourMean,QuarterlyMean,Mean,1.05133
30,70,D24HourMean,QuarterlyMean,Mean,1.04339
30,71,D24HourMean,QuarterlyMean,Mean,1.09112
30,72,D24HourMean,QuarterlyMean,Mean,1.19472
30,73,D24HourMean,QuarterlyMean,Mean,1.26832
30,74,D24HourMean,QuarterlyMean,Mean,1.3365
30,75,D24HourMean,QuarterlyMean,Mean,1.41948
30,76,D24HourMean,QuarterlyMean,Mean,1.53767
30,77,D24HourMean,QuarterlyMean,Mean,1.63751
30,78,D24HourMean,QuarterlyMean,Mean,1.69962
30,79,D24HourMean,QuarterlyMean,Mean,1.71384
30,80,D24HourMean,QuarterlyMean,Mean,1.64838
30,81,D24HourMean,QuarterlyMean,Mean,1.93942
30,82,D24HourMean,QuarterlyMean,Mean,2.48052
30,83,D24HourMean,QuarterlyMean,Mean,2.88369
30,84,D24HourMean,QuarterlyMean,Mean,2.43213
30,85,D24HourMean,QuarterlyMean,Mean,2.35875
30,86,D24HourMean,QuarterlyMean,Mean,2.11245
30,87,D24HourMean,QuarterlyMean,Mean,1.59534
30,88,D24HourMean,QuarterlyMean,Mean,1.37271
30,89,D24HourMean,QuarterlyMean,Mean,1.3072
30,90,D24HourMean,QuarterlyMean,Mean,1.15871
30,91,D24HourMean,QuarterlyMean,Mean,0.888426
30,92,D24HourMean,QuarterlyMean,Mean,0.811981
30,93,D24HourMean,QuarterlyMean,Mean,0.941612
30,94,D24HourMean,QuarterlyMean,Mean,1.04889
30,95,D24HourMean,QuarterlyMean,Mean,1.15629
30,96,D24HourMean,QuarterlyMean,Mean,1.29601
30,97,D24HourMean,QuarterlyMean,Mean,1.89219
30,98,D24HourMean,QuarterlyMean,Mean,1.62166
30,99,D24HourMean,QuarterlyMean,Mean,1.0677
30,100,D24HourMean,QuarterlyMean,Mean,1.04885
30,101,D24HourMean,QuarterlyMean,Mean,1.14156
30,102,D24HourMean,QuarterlyMean,Mean,0.817088
30,103,D24HourMean,QuarterlyMean,Mean,0.816053
30,104,D24HourMean,QuarterlyMean,Mean,0.713958
30,105,D24HourMean,QuarterlyMean,Mean,0.681195
30,106,D24HourMean,QuarterlyMean,Mean,0.719859
30,107,D24HourMean,QuarterlyMean,Mean,0.728078
30,108,D24HourMean,QuarterlyMean,Mean,0.934348
30,109,D24HourMean,QuarterlyMean,Mean,1.2139
30,110,D24HourMean,QuarterlyMean,Mean,0.826645
30,111,D24HourMean,QuarterlyMean,Mean,0.730725
30,112,D24HourMean,QuarterlyMean,Mean,0.738927
31,1,D24HourMean,QuarterlyMean,Mean,1.1486
31,2,D24HourMean,QuarterlyMean,Mean,1.1526
31,3,D24HourMean,QuarterlyMean,Mean,1.15415
31,4,D24HourMean,QuarterlyMean,Mean,1.16596
31,5,D24HourMean,QuarterlyMean,Mean,1.17641
31,6,D24HourMean,QuarterlyMean,Mean,1.19075
31,7,D24HourMean,QuarterlyMean,Mean,1.20881
31,8,D24HourMean,QuarterlyMean,Mean,1.21442
31,9,D24HourMean,QuarterlyMean,Mean,1.22996
31,10,D24HourMean,QuarterlyMean,Mean,1.25489
31,11,D24HourMean,QuarterlyMean,Mean,1.277
31,12,D24HourMean,QuarterlyMean,Mean,1.3018
31,13,D24HourMean,QuarterlyMean,Mean,1.32471
31,14,D24HourMean,QuarterlyMean,Mean,1.34297
31,15,D24HourMean,QuarterlyMean,Mean,1.35908
31,16,D24HourMean,QuarterlyMean,Mean,1.37708
31,17,D24HourMean,QuarterlyMean,Mean,1.37876
31,18,D24HourMean,QuarterlyMean,Mean,1.36982
31,19,D24HourMean,QuarterlyMean,Mean,1.36209
31,20,D24HourMean,QuarterlyMean,Mean,1.33355
31,21,D24HourMean,QuarterlyMean,Mean,1.29341
31,22,D24HourMean,QuarterlyMean,Mean,1.22204
31,23,D24HourMean,QuarterlyMean,Mean,1.23293
31,24,D24HourMean,QuarterlyMean,Mean,1.22706
31,25,D24HourMean,QuarterlyMean,Mean,1.23876
31,26,D24HourMean,QuarterlyMean,Mean,1.24295
31,27,D24HourMean,QuarterlyMean,Mean,1.22707
31,28,D24HourMean,QuarterlyMean,Mean,1.26079
31,29,D24HourMean,QuarterlyMean,Mean,1.27866
31,30,D24HourMean,QuarterlyMean,Mean,1.3153
31,31,D24HourMean,QuarterlyMean,Mean,1.4497
31,32,D24HourMean,QuarterlyMean,Mean,1.56689
31,33,D24HourMean,QuarterlyMean,Mean,1.63066
31,34,D24HourMean,QuarterlyMean,Mean,1.73165
31,35,D24HourMean,QuarterlyMean,Mean,1.79847
31,36,D24HourMean,QuarterlyMean,Mean,1.84396
31,37,D24HourMean,QuarterlyMean,Mean,1.91098
31,38,D24HourMean,QuarterlyMean,Mean,2.02789
31,39,D24HourMean,QuarterlyMean,Mean,2.34435
31,40,D24HourMean,QuarterlyMean,Mean,3.15402
31,41,D24HourMean,QuarterlyMean,Mean,2.28195
31,42,D24HourMean,QuarterlyMean,Mean,1.9963
31,43,D24HourMean,QuarterlyMean,Mean,1.97734
31,44,D24HourMean,QuarterlyMean,Mean,1.90164
31,45,D24HourMean,QuarterlyMean,Mean,1.91483
31,46,D24HourMean,QuarterlyMean,Mean,1.87669
31,47,D24HourMean,QuarterlyMean,Mean,1.68671
31,48,D24HourMean,QuarterlyMean,Mean,1.56872
31,49,D24HourMean,QuarterlyMean,Mean,1.74433
31,50,D24HourMean,QuarterlyMean,Mean,2.22888
31,51,D24HourMean,QuarterlyMean,Mean,3.19957
31,52,D24HourMean,QuarterlyMean,Mean,1.93522
31,53,D24HourMean,QuarterlyMean,Mean,1.40943
31,54,D24HourMean,QuarterlyMean,Mean,1.18058
31,55,D24HourMean,QuarterlyMean,Mean,1.0821
31,56,D24HourMean,QuarterlyMean,Mean,1.02691
31,57,D24HourMean,QuarterlyMean,Mean,0.998478
31,58,D24HourMean,QuarterlyMean,Mean,0.961768
31,59,D24HourMean,QuarterlyMean,Mean,0.947845
31,60,D24HourMean,QuarterlyMean,Mean,0.951811
31,61,D24HourMean,QuarterlyMean,Mean,0.926764
31,62,D24HourMean,QuarterlyMean,Mean,0.938946
31,63,D24HourMean,QuarterlyMean,Mean,0.956341
31,64,D24HourMean,QuarterlyMean,Mean,1.1385
31,65,D24HourMean,QuarterlyMean,Mean,1.30548
31,66,D24HourMean,QuarterlyMean,Mean,1.53167
31,67,D24HourMean,QuarterlyMean,Mean,1.24225
31,68,D24HourMean,QuarterlyMean,Mean,1.06984
31,69,D24HourMean,QuarterlyMean,Mean,1.03177
31,70,D24HourMean,QuarterlyMean,Mean,1.0275
31,71,D24HourMean,QuarterlyMean,Mean,1.07771
31,72,D24HourMean,QuarterlyMean,Mean,1.16461
31,73,D24HourMean,QuarterlyMean,Mean,1.25864
31,74,D24HourMean,QuarterlyMean,Mean,1.35466
31,75,D24HourMean,QuarterlyMean,Mean,1.50446
31,76,D24HourMean,QuarterlyMean,Mean,1.62793
31,77,D24HourMean,QuarterlyMean,Mean,1.66245
31,78,D24HourMean,QuarterlyMean,Mean,2.18315
31,79,D24HourMean,QuarterlyMean,Mean,1.91504
31,80,D24HourMean,QuarterlyMean,Mean,2.12783
31,81,D24HourMean,QuarterlyMean,Mean,2.08714
31,82,D24HourMean,QuarterlyMean,Mean,2.42272
31,83,D24HourMean,QuarterlyMean,Mean,2.62444
31,84,D24HourMean,QuarterlyMean,Mean,2.26785
31,85,D24HourMean,QuarterlyMean,Mean,2.05427
31,86,D24HourMean,QuarterlyMean,Mean,1.98902
31,87,D24HourMean,QuarterlyMean,Mean,1.68819
31,88,D24HourMean,QuarterlyMean,Mean,1.44183
31,89,D24HourMean,QuarterlyMean,Mean,1.28456
31,90,D24HourMean,QuarterlyMean,Mean,1.18498
31,91,D24HourMean,QuarterlyMean,Mean,1.2192
31,92,D24HourMean,QuarterlyMean,Mean,1.39492
31,93,D24HourMean,QuarterlyMean,Mean,1.60409
31,94,D24HourMean,QuarterlyMean,Mean,1.92204
31,95,D24HourMean,QuarterlyMean,Mean,1.90473
31,96,D24HourMean,QuarterlyMean,Mean,1.3601
31,97,D24HourMean,QuarterlyMean,Mean,1.88135
31,98,D24HourMean,QuarterlyMean,Mean,1.62974
31,99,D24HourMean,QuarterlyMean,Mean,1.05946
31,100,D24HourMean,QuarterlyMean,Mean,0.951272
31,101,D24HourMean,QuarterlyMean,Mean,0.809505
31,102,D24HourMean,QuarterlyMean,Mean,0.672643
31,103,D24HourMean,QuarterlyMean,Mean,0.642351
31,104,D24HourMean,QuarterlyMean,Mean,0.572859
31,105,D24HourMean,QuarterlyMean,Mean,0.55939
31,106,D24HourMean,QuarterlyMean,Mean,0.600177
31,107,D24HourMean,QuarterlyMean,Mean,0.658121
31,108,D24HourMean,QuarterlyMean,Mean,0.697694
31,109,D24HourMean,QuarterlyMean,Mean,0.757159
31,110,D24HourMean,QuarterlyMean,Mean,0.682166
31,111,D24HourMean,QuarterlyMean,Mean,0.66668
31,112,D24HourMean,QuarterlyMean,Mean,0.707242
32,1,D24HourMean,QuarterlyMean,Mean,1.16136
32,2,D24HourMean,QuarterlyMean,Mean,1.16834
32,3,D24HourMean,QuarterlyMean,Mean,1.17171
32,4,D24HourMean,QuarterlyMean,Mean,1.18806
32,5,D24HourMean,QuarterlyMean,Mean,1.20441
32,6,D24HourMean,QuarterlyMean,Mean,1.22622
32,7,D24HourMean,QuarterlyMean,Mean,1.25035
32,8,D24HourMean,QuarterlyMean,Mean,1.26458
32,9,D24HourMean,QuarterlyMean,Mean,1.28339
32,10,D24HourMean,QuarterlyMean,Mean,1.30424
32,11,D24HourMean,QuarterlyMean,Mean,1.31609
32,12,D24HourMean,QuarterlyMean,Mean,1.33003
32,13,D24HourMean,QuarterlyMean,Mean,1.34878
32,14,D24HourMean,QuarterlyMean,Mean,1.3532
32,15,D24HourMean,QuarterlyMean,Mean,1.36424
32,16,D24HourMean,QuarterlyMean,Mean,1.37028
32,17,D24HourMean,QuarterlyMean,Mean,1.36214
32,18,D24HourMean,QuarterlyMean,Mean,1.34557
32,19,D24HourMean,QuarterlyMean,Mean,1.32687
32,20,D24HourMean,QuarterlyMean,Mean,1.2954
32,21,D24HourMean,QuarterlyMean,Mean,1.23878
32,22,D24HourMean,QuarterlyMean,Mean,1.24354
32,23,D24HourMean,QuarterlyMean,Mean,1.34206
32,24,D24HourMean,QuarterlyMean,Mean,1.21268
32,25,D24HourMean,QuarterlyMean,Mean,1.2119
32,26,D24HourMean,QuarterlyMean,Mean,1.22434
32,27,D24HourMean,QuarterlyMean,Mean,1.24328
32,28,D24HourMean,QuarterlyMean,Mean,1.28417
32,29,D24HourMean,QuarterlyMean,Mean,1.42399
32,30,D24HourMean,QuarterlyMean,Mean,1.5555
32,31,D24HourMean,QuarterlyMean,Mean,1.59908
32,32,D24HourMean,QuarterlyMean,Mean,1.69961
32,33,D24HourMean,QuarterlyMean,Mean,1.77275
32,34,D24HourMean,QuarterlyMean,Mean,1.82871
32,35,D24HourMean,QuarterlyMean,Mean,1.87676
32,36,D24HourMean,QuarterlyMean,Mean,1.90108
32,37,D24HourMean,QuarterlyMean,Mean,1.85597
32,38,D24HourMean,QuarterlyMean,Mean,1.86158
32,39,D24HourMean,QuarterlyMean,Mean,2.01479
32,40,D24HourMean,QuarterlyMean,Mean,2.34814
32,41,D24HourMean,QuarterlyMean,Mean,1.97052
32,42,D24HourMean,QuarterlyMean,Mean,1.8826
32,43,D24HourMean,QuarterlyMean,Mean,2.07088
32,44,D24HourMean,QuarterlyMean,Mean,1.9835
32,45,D24HourMean,QuarterlyMean,Mean,1.96971
32,46,D24HourMean,QuarterlyMean,Mean,1.96332
32,47,D24HourMean,QuarterlyMean,Mean,2.15333
32,48,D24HourMean,QuarterlyMean,Mean,2.05272
32,49,D24HourMean,QuarterlyMean,Mean,2.16811
32,50,D24HourMean,QuarterlyMean,Mean,3.09836
32,51,D24HourMean,QuarterlyMean,Mean,6.51274
32,52,D24HourMean,QuarterlyMean,Mean,2.38883
32,53,D24HourMean,QuarterlyMean,Mean,1.40287
32,54,D24HourMean,QuarterlyMean,Mean,1.16456
32,55,D24HourMean,QuarterlyMean,Mean,1.0788
32,56,D24HourMean,QuarterlyMean,Mean,1.01756
32,57,D24HourMean,QuarterlyMean,Mean,0.983283
32,58,D24HourMean,QuarterlyMean,Mean,0.952732
32,59,D24HourMean,QuarterlyMean,Mean,0.950714
32,60,D24HourMean,QuarterlyMean,Mean,0.943145
32,61,D24HourMean,QuarterlyMean,Mean,0.945562
32,62,D24HourMean,QuarterlyMean,Mean,1.02751
32,63,D24HourMean,QuarterlyMean,Mean,1.01395
32,64,D24HourMean,QuarterlyMean,Mean,1.09781
32,65,D24HourMean,QuarterlyMean,Mean,1.91317
32,66,D24HourMean,QuarterlyMean,Mean,2.54892
32,67,D24HourMean,QuarterlyMean,Mean,1.3212
32,68,D24HourMean,QuarterlyMean,Mean,1.03302
32,69,D24HourMean,QuarterlyMean,Mean,0.983779
32,70,D24HourMean,QuarterlyMean,Mean,1.01483
32,71,D24HourMean,QuarterlyMean,Mean,1.10969
32,72,D24HourMean,QuarterlyMean,Mean,1.21548
32,73,D24HourMean,QuarterlyMean,Mean,1.35848
32,74,D24HourMean,QuarterlyMean,Mean,1.84953
32,75,D24HourMean,QuarterlyMean,Mean,2.56429
32,76,D24HourMean,QuarterlyMean,Mean,2.44427
32,77,D24HourMean,QuarterlyMean,Mean,1.83493
32,78,D24HourMean,QuarterlyMean,Mean,1.77917
32,79,D24HourMean,QuarterlyMean,Mean,1.69035
32,80,D24HourMean,QuarterlyMean,Mean,1.91584
32,81,D24HourMean,QuarterlyMean,Mean,2.11342
32,82,D24HourMean,QuarterlyMean,Mean,1.84501
32,83,D24HourMean,QuarterlyMean,Mean,2.17127
32,84,D24HourMean,QuarterlyMean,Mean,2.00028
32,85,D24HourMean,QuarterlyMean,Mean,1.91558
32,86,D24HourMean,QuarterlyMean,Mean,1.88221
32,87,D24HourMean,QuarterlyMean,Mean,1.78036
32,88,D24HourMean,QuarterlyMean,Mean,1.45236
32,89,D24HourMean,QuarterlyMean,Mean,1.2323
32,90,D24HourMean,QuarterlyMean,Mean,1.17222
32,91,D24HourMean,QuarterlyMean,Mean,1.26286
32,92,D24HourMean,QuarterlyMean,Mean,1.29746
32,93,D24HourMean,QuarterlyMean,Mean,1.17198
32,94,D24HourMean,QuarterlyMean,Mean,1.56517
32,95,D24HourMean,QuarterlyMean,Mean,2.8103
32,96,D24HourMean,QuarterlyMean,Mean,3.18977
32,97,D24HourMean,QuarterlyMean,Mean,2.31544
32,98,D24HourMean,QuarterlyMean,Mean,1.85968
32,99,D24HourMean,QuarterlyMean,Mean,1.036
32,100,D24HourMean,QuarterlyMean,Mean,0.947405
32,101,D24HourMean,QuarterlyMean,Mean,0.717661
32,102,D24HourMean,QuarterlyMean,Mean,0.623619
32,103,D24HourMean,QuarterlyMean,Mean,0.56349
32,104,D24HourMean,QuarterlyMean,Mean,0.540193
32,105,D24HourMean,QuarterlyMean,Mean,0.522765
32,106,D24HourMean,QuarterlyMean,Mean,0.560213
32,107,D24HourMean,QuarterlyMean,Mean,0.604656
32,108,D24HourMean,QuarterlyMean,Mean,0.590034
32,109,D24HourMean,QuarterlyMean,Mean,0.610211
32,110,D24HourMean,QuarterlyMean,Mean,0.632518
32,111,D24HourMean,QuarterlyMean,Mean,0.649447
32,112,D24HourMean,QuarterlyMean,Mean,0.720841
33,1,D24HourMean,QuarterlyMean,Mean,1.17447
33,2,D24HourMean,QuarterlyMean,Mean,1.18493
33,3,D24HourMean,QuarterlyMean,Mean,1.19147
33,4,D24HourMean,QuarterlyMean,Mean,1.21241
33,5,D24HourMean,QuarterlyMean,Mean,1.2348
33,6,D24HourMean,QuarterlyMean,Mean,1.26169
33,7,D24HourMean,QuarterlyMean,Mean,1.28972
33,8,D24HourMean,QuarterlyMean,Mean,1.30398
33,9,D24HourMean,QuarterlyMean,Mean,1.31658
33,10,D24HourMean,QuarterlyMean,Mean,1.32854
33,11,D24HourMean,QuarterlyMean,Mean,1.33879
33,12,D24HourMean,QuarterlyMean,Mean,1.34711
33,13,D24HourMean,QuarterlyMean,Mean,1.36307
33,14,D24HourMean,QuarterlyMean,Mean,1.37449
33,15,D24HourMean,QuarterlyMean,Mean,1.39689
33,16,D24HourMean,QuarterlyMean,Mean,1.35836
33,17,D24HourMean,QuarterlyMean,Mean,1.32181
33,18,D24HourMean,QuarterlyMean,Mean,1.30953
33,19,D24HourMean,QuarterlyMean,Mean,1.28233
33,20,D24HourMean,QuarterlyMean,Mean,1.21538
33,21,D24HourMean,QuarterlyMean,Mean,1.18393
33,22,D24HourMean,QuarterlyMean,Mean,1.18959
33,23,D24HourMean,QuarterlyMean,Mean,1.24388
33,24,D24HourMean,QuarterlyMean,Mean,1.22506
33,25,D24HourMean,QuarterlyMean,Mean,1.26354
33,26,D24HourMean,QuarterlyMean,Mean,1.29027
33,27,D24HourMean,QuarterlyMean,Mean,1.37196
33,28,D24HourMean,QuarterlyMean,Mean,1.42239
33,29,D24HourMean,QuarterlyMean,Mean,1.60206
33,30,D24HourMean,QuarterlyMean,Mean,1.59706
33,31,D24HourMean,QuarterlyMean,Mean,1.65739
33,32,D24HourMean,QuarterlyMean,Mean,1.73481
33,33,D24HourMean,QuarterlyMean,Mean,1.80422
33,34,D24HourMean,QuarterlyMean,Mean,1.85924
33,35,D24HourMean,QuarterlyMean,Mean,1.93919
33,36,D24HourMean,QuarterlyMean,Mean,1.8194
33,37,D24HourMean,QuarterlyMean,Mean,1.7719
33,38,D24HourMean,QuarterlyMean,Mean,1.77389
33,39,D24HourMean,QuarterlyMean,Mean,1.84638
33,40,D24HourMean,QuarterlyMean,Mean,2.0152
33,41,D24HourMean,QuarterlyMean,Mean,1.81525
33,42,D24HourMean,QuarterlyMean,Mean,1.73983
33,43,D24HourMean,QuarterlyMean,Mean,1.8479
33,44,D24HourMean,QuarterlyMean,Mean,1.91612
33,45,D24HourMean,QuarterlyMean,Mean,2.15753
